Event	ID	Name			Wwise Object Path	Notes
	1042419433	Enemy_EvilSpitPlant_ShootBullet			\Enemies\EvilSpitPlant\Enemy_EvilSpitPlant_ShootBullet	
	1049266392	Ambient_Region_Woodlands			\Ambient\SoundBankSpecific\Ambient_Region_Woodlands	
	1070022042	Enemy_EvilHead_Movement			\Enemies\EvilHead\Enemy_EvilHead_Movement	
	1205412814	Ambient_Core_HorribleSound			\Ambient\SoundBankSpecific\Dungeon\Core\Ambient_Core_HorribleSound	
	1230192158	Magic_Blast_Impact			\Magic\SoundBankSpecific\Magic_Blast_Impact	
	1258303199	Enemy_EvilCrawler_Death			\Enemies\EvilCrawler\Enemy_EvilCrawler_Death	
	1293226255	Enemy_EvilSpitPlant_Hurt			\Enemies\EvilSpitPlant\Enemy_EvilSpitPlant_Hurt	
	1331382810	Ambient_Region_Cave			\Ambient\SoundBankSpecific\Ambient_Region_Cave	
	1342629461	Ambient_Core_FinalReveal			\Ambient\SoundBankSpecific\Dungeon\Core\Ambient_Core_FinalReveal	
	1378810117	Ambient_Core_Shield_1			\Ambient\SoundBankSpecific\Dungeon\Core\Ambient_Core_Shield_1	
	1378810118	Ambient_Core_Shield_2			\Ambient\SoundBankSpecific\Dungeon\Core\Ambient_Core_Shield_2	
	1378810119	Ambient_Core_Shield_3			\Ambient\SoundBankSpecific\Dungeon\Core\Ambient_Core_Shield_3	
	1389069565	Ambient_Core_Shield_Destroyed			\Ambient\SoundBankSpecific\Dungeon\Core\Ambient_Core_Shield_Destroyed	
	1411895808	Wwizard_DialogueLine_Q8d_03			\NPCs\Dialogue\Quest 8\Wwizard_DialogueLine_Q8d_03	
	1411895809	Wwizard_DialogueLine_Q8d_02			\NPCs\Dialogue\Quest 8\Wwizard_DialogueLine_Q8d_02	
	1411895810	Wwizard_DialogueLine_Q8d_01			\NPCs\Dialogue\Quest 8\Wwizard_DialogueLine_Q8d_01	
	1464993479	UI_Menu_Resume			\UI\Menu\UI_Menu_Resume	
	1499503781	Object_ActivateKey_Success			\Objects\SoundBankSpecific\Object_ActivateKey_Success	
	1499896846	Pickup_Coins			\Player\General\Pickup_Coins	
	1532327793	Music_TitleScreen			\Music\SoundBankSpecific\Music_TitleScreen	
	1603596380	Wwizard_DialogueLine_Q3a_10			\NPCs\Dialogue\Quest 3\Wwizard_DialogueLine_Q3a_10	
	1615265847	Ambient_Core_Shield_Alive			\Ambient\SoundBankSpecific\Dungeon\Core\Ambient_Core_Shield_Alive	
	1620373958	Wwizard_DialogueLine_Q3a_09			\NPCs\Dialogue\Quest 3\Wwizard_DialogueLine_Q3a_09	
	1620373959	Wwizard_DialogueLine_Q3a_08			\NPCs\Dialogue\Quest 3\Wwizard_DialogueLine_Q3a_08	
	1620373960	Wwizard_DialogueLine_Q3a_07			\NPCs\Dialogue\Quest 3\Wwizard_DialogueLine_Q3a_07	
	1620373961	Wwizard_DialogueLine_Q3a_06			\NPCs\Dialogue\Quest 3\Wwizard_DialogueLine_Q3a_06	
	1620373962	Wwizard_DialogueLine_Q3a_05			\NPCs\Dialogue\Quest 3\Wwizard_DialogueLine_Q3a_05	
	1620373963	Wwizard_DialogueLine_Q3a_04			\NPCs\Dialogue\Quest 3\Wwizard_DialogueLine_Q3a_04	
	1620373964	Wwizard_DialogueLine_Q3a_03			\NPCs\Dialogue\Quest 3\Wwizard_DialogueLine_Q3a_03	
	1620373965	Wwizard_DialogueLine_Q3a_02			\NPCs\Dialogue\Quest 3\Wwizard_DialogueLine_Q3a_02	
	1620373966	Wwizard_DialogueLine_Q3a_01			\NPCs\Dialogue\Quest 3\Wwizard_DialogueLine_Q3a_01	
	1702412353	Enemy_EVilSpitPlant_Bullet_Impact			\Enemies\EvilSpitPlant\Enemy_EVilSpitPlant_Bullet_Impact	
	1795559212	Object_Coin_Drop			\Objects\SoundBankSpecific\Object_Coin_Drop	
	1817926999	Object_Rune_Charge_Play			\Objects\SoundBankSpecific\Object_Rune_Charge_Play	
	1880981927	Enemy_EvilHead_SpawnerDestroy			\Enemies\EvilHead\Enemy_EvilHead_SpawnerDestroy	
	1882971781	Music_Credits			\Music\SoundBankSpecific\Music_Credits	
	1934835592	Ambient_Waterfall			\Ambient\SoundBankSpecific\Ambient_Waterfall	
	1999886838	Destruction_Rock_Destroy			\Destruction\RegionSpecific\Destruction_Rock_Destroy	
	2040456588	Wwizard_DialogueLine_Q8c_02			\NPCs\Dialogue\Quest 8\Wwizard_DialogueLine_Q8c_02	
	2040456589	Wwizard_DialogueLine_Q8c_03			\NPCs\Dialogue\Quest 8\Wwizard_DialogueLine_Q8c_03	
	2040456591	Wwizard_DialogueLine_Q8c_01			\NPCs\Dialogue\Quest 8\Wwizard_DialogueLine_Q8c_01	
	2048928861	DLC_Ambient_Heaven			\Ambient\DLC\DLC_Ambient_Heaven	
	2095238286	Destruction_Core_ShieldBreak			\Destruction\RegionSpecific\Destruction_Core_ShieldBreak	
	2135810184	Enemy_EvilCrawler_Movement			\Enemies\EvilCrawler\Enemy_EvilCrawler_Movement	
	2142579352	Wwizard_DialogueLine_Q8b_01			\NPCs\Dialogue\Quest 8\Wwizard_DialogueLine_Q8b_01	
	2142579354	Wwizard_DialogueLine_Q8b_03			\NPCs\Dialogue\Quest 8\Wwizard_DialogueLine_Q8b_03	
	2142579355	Wwizard_DialogueLine_Q8b_02			\NPCs\Dialogue\Quest 8\Wwizard_DialogueLine_Q8b_02	
	2142579356	Wwizard_DialogueLine_Q8b_05			\NPCs\Dialogue\Quest 8\Wwizard_DialogueLine_Q8b_05	
	2142579357	Wwizard_DialogueLine_Q8b_04			\NPCs\Dialogue\Quest 8\Wwizard_DialogueLine_Q8b_04	
	2142579358	Wwizard_DialogueLine_Q8b_07			\NPCs\Dialogue\Quest 8\Wwizard_DialogueLine_Q8b_07	
	2142579359	Wwizard_DialogueLine_Q8b_06			\NPCs\Dialogue\Quest 8\Wwizard_DialogueLine_Q8b_06	
	2199611969	UI_Inventory_Open			\UI\Inventory\UI_Inventory_Open	
	2208964750	Ambient_Windmill			\Ambient\SoundBankSpecific\Ambient_Windmill	
	2258053876	Ambient_River			\Ambient\SoundBankSpecific\Ambient_River	
	2276042689	Music_DungeonEnemyOnly			\Music\SoundBankSpecific\Music_DungeonEnemyOnly	
	2278290679	UI_Inventory_Close			\UI\Inventory\UI_Inventory_Close	
	2283357753	Enemy_EvilHead_Death			\Enemies\EvilHead\Enemy_EvilHead_Death	
	2325560497	UI_Button_Exit			\UI\Generic\UI_Button_Exit	
	2340191741	Enemy_EvilHead_Charge			\Enemies\EvilHead\Enemy_EvilHead_Charge	
	2355650095	Ambient_Crystal_Hum			\Ambient\General\Ambient_Crystal_Hum	
	2379298625	Door_DLCdoor_Open_Stop			\Objects\SoundBankSpecific\Door_DLCdoor_Open_Stop	
	2391108228	NPC_Wwizard_Poof			\Magic\General\NPC_Wwizard_Poof	
	2409105241	Music_ArcadeMachine_Play			\Music\SoundBankSpecific\Music_ArcadeMachine_Play	
	2453392179	Player_Footstep			\Player\SoundBankSpecific\Player_Footstep	
	2541270269	Destruction_VolcanicBoulder_Impact			\Destruction\RegionSpecific\Destruction_VolcanicBoulder_Impact	
	2622476831	DLC_Button			\Ambient\DLC\DLC_Button	
	2622623673	Door_TempleDoor_Open_Stop			\Objects\SoundBankSpecific\Door_TempleDoor_Open_Stop	
	2637251965	Magic_Blast			\Magic\SoundBankSpecific\Magic_Blast	
	2644063196	Ambient_WaterDrop			\Ambient\SoundBankSpecific\Ambient_WaterDrop	
	2681420560	Stinger_GetWeapon			\Music\General\Stinger_GetWeapon	
	2689787085	Magic_Stop			\Magic\SoundBankSpecific\Magic_Stop	
	2752753183	Ambient_Region_Village			\Ambient\SoundBankSpecific\Ambient_Region_Village	
	2758258135	Enemy_EvilHead_Bite			\Enemies\EvilHead\Enemy_EvilHead_Bite	
	2760797504	Wwizard_DialogueLine_Q8a_04			\NPCs\Dialogue\Quest 7\Wwizard_DialogueLine_Q8a_04	
	2760797505	Wwizard_DialogueLine_Q8a_05			\NPCs\Dialogue\Quest 7\Wwizard_DialogueLine_Q8a_05	
	2760797506	Wwizard_DialogueLine_Q8a_06			\NPCs\Dialogue\Quest 7\Wwizard_DialogueLine_Q8a_06	
	2760797509	Wwizard_DialogueLine_Q8a_01			\NPCs\Dialogue\Quest 7\Wwizard_DialogueLine_Q8a_01	
	2760797510	Wwizard_DialogueLine_Q8a_02			\NPCs\Dialogue\Quest 7\Wwizard_DialogueLine_Q8a_02	
	2760797511	Wwizard_DialogueLine_Q8a_03			\NPCs\Dialogue\Quest 7\Wwizard_DialogueLine_Q8a_03	
	2792117052	UI_QuestRoll_Hide			\UI\Quest Roll\UI_QuestRoll_Hide	
	2857761532	NPC_Wwizard_StaffOnGround			\NPCs\NPC_Wwizard_StaffOnGround	
	2874568351	DLC_Cannon_Shot			\Ambient\DLC\DLC_Cannon_Shot	
	2892293322	Enemy_EvilSpitPlant_Death			\Enemies\EvilSpitPlant\Enemy_EvilSpitPlant_Death	
	2929281576	Wwizard_DialogueLine_Q7_02			\NPCs\Dialogue\Quest 7\Wwizard_DialogueLine_Q7_02	
	2929281577	Wwizard_DialogueLine_Q7_03			\NPCs\Dialogue\Quest 7\Wwizard_DialogueLine_Q7_03	
	2929281579	Wwizard_DialogueLine_Q7_01			\NPCs\Dialogue\Quest 7\Wwizard_DialogueLine_Q7_01	
	2929281582	Wwizard_DialogueLine_Q7_04			\NPCs\Dialogue\Quest 7\Wwizard_DialogueLine_Q7_04	
	2934374888	Wwizard_DialogueLine_Q5a_05			\NPCs\Dialogue\Quest 5\Wwizard_DialogueLine_Q5a_05	
	2934374889	Wwizard_DialogueLine_Q5a_04			\NPCs\Dialogue\Quest 5\Wwizard_DialogueLine_Q5a_04	
	2934374890	Wwizard_DialogueLine_Q5a_07			\NPCs\Dialogue\Quest 5\Wwizard_DialogueLine_Q5a_07	
	2934374891	Wwizard_DialogueLine_Q5a_06			\NPCs\Dialogue\Quest 5\Wwizard_DialogueLine_Q5a_06	
	2934374892	Wwizard_DialogueLine_Q5a_01			\NPCs\Dialogue\Quest 5\Wwizard_DialogueLine_Q5a_01	
	2934374894	Wwizard_DialogueLine_Q5a_03			\NPCs\Dialogue\Quest 5\Wwizard_DialogueLine_Q5a_03	
	2934374895	Wwizard_DialogueLine_Q5a_02			\NPCs\Dialogue\Quest 5\Wwizard_DialogueLine_Q5a_02	
	3012415428	Pickup_WeaponType			\Player\General\Pickup_WeaponType	
	3083087645	Player_Death			\Player\General\Player_Death	
	3091829992	Wwizard_DialogueLine_Q2_3			\NPCs\Dialogue\Quest 2\Wwizard_DialogueLine_Q2_3	
	3091829993	Wwizard_DialogueLine_Q2_2			\NPCs\Dialogue\Quest 2\Wwizard_DialogueLine_Q2_2	
	3091829994	Wwizard_DialogueLine_Q2_1			\NPCs\Dialogue\Quest 2\Wwizard_DialogueLine_Q2_1	
	3210335081	Wwizard_DialogueLine_Q4a_01			\NPCs\Dialogue\Quest 4\Wwizard_DialogueLine_Q4a_01	
	3210335082	Wwizard_DialogueLine_Q4a_02			\NPCs\Dialogue\Quest 4\Wwizard_DialogueLine_Q4a_02	
	3210335083	Wwizard_DialogueLine_Q4a_03			\NPCs\Dialogue\Quest 4\Wwizard_DialogueLine_Q4a_03	
	3210335084	Wwizard_DialogueLine_Q4a_04			\NPCs\Dialogue\Quest 4\Wwizard_DialogueLine_Q4a_04	
	3210335085	Wwizard_DialogueLine_Q4a_05			\NPCs\Dialogue\Quest 4\Wwizard_DialogueLine_Q4a_05	
	3210335086	Wwizard_DialogueLine_Q4a_06			\NPCs\Dialogue\Quest 4\Wwizard_DialogueLine_Q4a_06	
	3237189652	UI_Menu_Pause			\UI\Menu\UI_Menu_Pause	
	3240473869	Quest_Complete			\Quest\Quest_Complete	
	3250765487	Destruction_Core_Explosion			\Destruction\RegionSpecific\Destruction_Core_Explosion	
	3260075118	Enemy_EvilHead_Hover_Play			\Enemies\EvilHead\Enemy_EvilHead_Hover_Play	
	3324372356	Enemy_EVilSpitPlant_Bullet_NoImpact			\Enemies\EvilSpitPlant\Enemy_EVilSpitPlant_Bullet_NoImpact	
	3373889173	Magic_Charge			\Magic\General\Magic_Charge	
	3408705206	Ambient_Region_Desert			\Ambient\SoundBankSpecific\Ambient_Region_Desert	
	3474566310	UI_Menu_Select			\UI\Menu\UI_Menu_Select	
	3492604883	Door_TempleDoor_Open_Play			\Objects\SoundBankSpecific\Door_TempleDoor_Open_Play	
	3556635307	Door_DLCdoor_Open_Play			\Objects\SoundBankSpecific\Door_DLCdoor_Open_Play	
	3580182562	Enemy_EvilCrawler_Explode			\Enemies\EvilCrawler\Enemy_EvilCrawler_Explode	
	3584751806	Enemy_EvilSpitPlant_ShootLoop_Stop			\Enemies\EvilSpitPlant\Enemy_EvilSpitPlant_ShootLoop_Stop	
	3621593767	Enemy_EvilCrawler_Eat			\Enemies\EvilCrawler\Enemy_EvilCrawler_Eat	
	3664581270	Ambient_Campfire_Play			\Ambient\General\Ambient_Campfire_Play	
	3695342915	Player_WeaponImpact			\Player\General\Player_WeaponImpact	
	3699139167	UI_QuestRoll_Show			\UI\Quest Roll\UI_QuestRoll_Show	
	3741135221	Music_Region			\Music\General\Music_Region	
	3749307760	UI_Inventory_Roll			\UI\Inventory\UI_Inventory_Roll	
	3808743129	Player_WeaponSwing			\Player\General\Player_WeaponSwing	
	3842195348	Player_Hurt_Vox			\Player\General\Player_Hurt_Vox	
	3999192250	Enemy_EvilHead_Hurt			\Enemies\EvilHead\Enemy_EvilHead_Hurt	
	4037905639	Enemy_EvilHead_Telegraph			\Enemies\EvilHead\Enemy_EvilHead_Telegraph	
	4077685701	Ambient_Region_Dungeon			\Ambient\SoundBankSpecific\Ambient_Region_Dungeon	
	4129842532	Enemy_EvilSpitPlant_Death_Headfall			\Enemies\EvilSpitPlant\Enemy_EvilSpitPlant_Death_Headfall	
	4165450549	Wwizard_DialogueLine_Q1_1			\NPCs\Dialogue\Quest 1\Wwizard_DialogueLine_Q1_1	
	4165450550	Wwizard_DialogueLine_Q1_2			\NPCs\Dialogue\Quest 1\Wwizard_DialogueLine_Q1_2	
	4165450551	Wwizard_DialogueLine_Q1_3			\NPCs\Dialogue\Quest 1\Wwizard_DialogueLine_Q1_3	
	4254124015	Destruction_Container			\Destruction\General\Destruction_Container	
	4261614160	Enemy_EvilHead_Hover_Stop			\Enemies\EvilHead\Enemy_EvilHead_Hover_Stop	
	4275106484	Ambient_Lava			\Ambient\SoundBankSpecific\Dungeon\Ambient_Lava	

Switch Group	ID	Name			Wwise Object Path	Notes
	2471758783	Player_MovementSpeed			\Player\Player_MovementSpeed	
	3251833556	Player_Weapon_Type			\Player\Player_Weapon_Type	
	3616336268	Player_Pickup_Type			\Player\Player_Pickup_Type	
	3639591801	Player_Pickup_ItemType			\Player\Player_Pickup_ItemType	
	3917897988	Distance_to_Player			\General\Distance_to_Player	
	4064446173	Surface_Type			\General\Surface_Type	

Switch	ID	Name	Switch Group			Notes
	712161704	Run	Player_MovementSpeed			
	2108779966	Walk	Player_MovementSpeed			
	490825222	PickAxe	Player_Weapon_Type			
	703486095	Hammer	Player_Weapon_Type			
	765201635	Axe	Player_Weapon_Type			
	2454616260	Sword	Player_Weapon_Type			
	3732162827	Dagger	Player_Weapon_Type			
	1222624712	Item	Player_Pickup_Type			
	3893417221	Weapon	Player_Pickup_Type			
	632653906	PineCone	Player_Pickup_ItemType			
	1183067778	Key	Player_Pickup_ItemType			
	1761501022	Book	Player_Pickup_ItemType			
	1941802987	Mushroom	Player_Pickup_ItemType			
	2416868231	CrystalShard	Player_Pickup_ItemType			
	2979801095	EvilEssence	Player_Pickup_ItemType			
	3062523257	Misc	Player_Pickup_ItemType			
	1183803292	Far	Distance_to_Player			
	1451272583	Close	Distance_to_Player			
	2849147824	Medium	Distance_to_Player			
	286660663	Rubble	Surface_Type			
	389757836	Agent	Surface_Type			
	442447909	Barrel	Surface_Type			
	582824249	Leaves	Surface_Type			
	803837735	Sand	Surface_Type			
	1216965916	Stone	Surface_Type			
	1647104456	Enemy_EvilCrawler	Surface_Type			
	2058049674	Wood	Surface_Type			
	2195636714	Dirt	Surface_Type			
	2473969246	Metal	Surface_Type			
	2654748154	Water	Surface_Type			
	3065846598	Enemy_EvilHead	Surface_Type			
	3098439042	Crate	Surface_Type			
	3276966729	Enemy_EvilSpitPlant	Surface_Type			
	3444057113	Crystal	Surface_Type			
	4248645337	Grass	Surface_Type			

State Group	ID	Name			Wwise Object Path	Notes
	326723740	MagicZone			\MusicStates\MagicZone	
	2333396925	Combo			\Player\Combo	

State	ID	Name	State Group			Notes
	0	None	MagicZone			
	975018643	MZ1_OutsideHouse	MagicZone			
	3530070619	MZ2_InsideHouse	MagicZone			
	0	None	Combo			
	1736510753	RightSwing	Combo			
	2398785008	LeftSwing	Combo			
	2416766296	TopSwing	Combo			

Custom State	ID	Name	State Group	Owner		Notes
	651318039	TopSwing	Combo	\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Melee\Impact_Weapon_Type		
	959165918	RightSwing	Combo	\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Melee\Impact_Weapon_Type		
	1064249781	MZ2_InsideHouse	MagicZone	\Effects\Factory Effects\Wwise Flanger\Flanging\Standard		

Game Parameter	ID	Name			Wwise Object Path	Notes
	129	MIDI note velocity			\MIDI note velocity	
	207908541	Time_of_Day			\Ambient\Time_of_Day	
	215992295	Player_Health			\Player\Player_Health	
	500836401	Quest_Progress			\Gameplay\Quest_Progress	
	691349574	Enemy_Music_EvilHead			\Enemies\Enemy_Music_EvilHead	
	1124499852	DopplerEffect			\Generic\DopplerEffect	
	1475400799	Music_WoodlandsHarp			\Gameplay\Music_WoodlandsHarp	
	1744050084	Magic_ChargeIntensity			\Magic\Magic_ChargeIntensity	
	1756231317	InMenu_LowPass			\Gameplay\InMenu_LowPass	
	2149718692	Destruction_Level			\Objects\Destruction_Level	
	2322571464	Enemy_Music_EvilCrawler			\Enemies\Enemy_Music_EvilCrawler	
	2471758783	Player_MovementSpeed			\Player\Player_MovementSpeed	
	2947261878	Game_TimeSpeed			\Gameplay\Game_TimeSpeed	
	3046587051	Enemy_EvilHead_MovementSpeed			\Enemies\Enemy_EvilHead_MovementSpeed	
	3481128293	Enemy_Music_EviSpitPlant			\Enemies\Enemy_Music_EviSpitPlant	
	3588190939	Music_EnemyTheme_Volume			\Gameplay\Music_EnemyTheme_Volume	
	3717648145	Listener_Cone			\Generic\Listener_Cone	
	3717892141	CombatLevel			\Enemies\CombatLevel	
	3917897988	Distance_to_Player			\Generic\Distance_to_Player	

Modulator LFO	ID	Name			Wwise Object Path	Notes
	185131821	Modulator LFO (Custom)				
	397902884	Modulator LFO (Custom)				
	856353238	Modulator LFO (Custom)				

Modulator Envelope	ID	Name			Wwise Object Path	Notes
	26088899	Modulator Envelope_MIDI_Output_Volume (Custom)				
	47269649	Modulator Envelope_MIDI_Output_Volume			\MIDI_Envelopes\Modulator Envelope_MIDI_Output_Volume	
	105831254	Modulator Envelope_MIDI_Output_Volume (Custom)				
	360368708	Modulator Envelope (Custom)				
	634959200	Modulator Envelope_MIDI_Output_Volume (Custom)				

Trigger	ID	Name			Wwise Object Path	Notes
	780938204	Music_QuestComplete			\Default Work Unit\Music_QuestComplete	
	1870078530	Adventuress_Death			\Default Work Unit\Adventuress_Death	
	2029038382	Music_GetItem			\Default Work Unit\Music_GetItem	
	3921957830	Music_EnemyTheme			\Default Work Unit\Music_EnemyTheme	

Effect plug-ins	ID	Name	Type				Notes
	4496003	Dirty_Washing_Machine	Wwise RoomVerb			
	48620415	Have_U_Ever_Been_Outside	Wwise RoomVerb			
	59662939	Dialog_Too_Quiet	Wwise Compressor			
	86245554	Attack_Remover	Wwise Compressor			
	109045632	Vibrato	Wwise Flanger			
	125812960	WAG_PitchShift_SlowMotionMode	Wwise Pitch Shifter			
	131511410	Let_The_Power_Fall	Wwise Stereo Delay			
	136714882	_500ms_Per_Hour	Wwise Stereo Delay			
	145028528	Static_Sibilance_Remover_Female	Wwise Parametric EQ			
	176439046	Caught_in_a_loop	Wwise Stereo Delay			
	199095971	Dialog_Through_AC_Vents	Wwise Parametric EQ			
	384632663	WAG_Dungeon_Core	Wwise RoomVerb			
	385945448	WAG_Music	Wwise RoomVerb			
	389252396	Next_Room	Wwise Parametric EQ			
	400317747	Hall_Large_TooBright	Wwise RoomVerb			
	415841907	Space_Garage	Wwise RoomVerb			
	418265525	Gentle_Program_Compressor_Minus_14dB_RMS	Wwise Compressor			
	484890516	Church_Small_Wood	Wwise RoomVerb			
	506891147	Plate_Small	Wwise RoomVerb			
	535667444	Bathroom1	Wwise Matrix Reverb			
	654807232	Chipmunk	Wwise Pitch Shifter			
	701863527	Inside_My_Head	Wwise RoomVerb			
	702543456	Tunnel1	Wwise Matrix Reverb			
	776837744	Born_In_1950	Wwise Parametric EQ			
	785024900	WAG_Questing_PitchShift (Custom)	Wwise Pitch Shifter			
	819943492	Fear_no_Evil	Wwise Harmonizer			
	863110902	WAG_Lava_EQ	Wwise Parametric EQ			
	927250686	Rhythmic_Talk	Wwise Tremolo			
	949863463	Many_Even_Harm_Notches	Wwise Flanger			
	992902880	Small_Tiled_Room1	Wwise Matrix Reverb			
	1008402193	Low_Pass_20KHz	Wwise Parametric EQ			
	1110677034	Underwater_Echoes	Wwise Stereo Delay			
	1125262053	Blue_Distant_Echoes	Wwise Stereo Delay			
	1144018367	Plate_Large	Wwise RoomVerb			
	1159390747	Room_Medium_Tiled	Wwise RoomVerb			
	1182561210	Cut_3dB_10KHz	Wwise Parametric EQ			
	1198215643	Boomerang	Wwise Tremolo			
	1203617187	Machine_Gun_Hangar	Wwise RoomVerb			
	1232017842	LR_Slap_with_CrossFeed	Wwise Stereo Delay			
	1237275451	Octave_Up	Wwise Pitch Shifter			
	1242019057	WAG_SideChainArcade	Wwise Meter			
	1252796875	Light_Expander	Wwise Expander			
	1291433344	Bass	Wwise Flanger			
	1293178626	In_My_Car	Wwise Parametric EQ			
	1305889293	WAG_SideChainStinger	Wwise Meter			
	1416967478	All_Buttons_IN	Wwise Compressor			
	1431209347	One_Tap_One_Second	Wwise Delay			
	1431265797	Monsterize	Wwise Pitch Shifter			
	1443902288	_1_Second_Delay	Wwise Stereo Delay			
	1459522457	Brick_Wall_Minus_1dB_Peak_Fast_Release	Wwise Peak Limiter			
	1520064353	Hall_Medium_Bright	Wwise RoomVerb			
	1588715066	Echoes_Linear	Wwise Delay			
	1590660382	Nearly_Forever	Wwise Delay			
	1655770832	High_Freq_Cut_11	Wwise Parametric EQ			
	1655770833	High_Freq_Cut_10	Wwise Parametric EQ			
	1674078407	Chorus_Like	Wwise Flanger			
	1675424737	Extreme_Limiting_1	Wwise Peak Limiter			
	1675424738	Extreme_Limiting_2	Wwise Peak Limiter			
	1675424739	Extreme_Limiting_3	Wwise Peak Limiter			
	1706684651	Plate_Medium	Wwise RoomVerb			
	1711423976	Many_Odd_Harm_Notches	Wwise Flanger			
	1735130781	Aliasing	Wwise Tremolo			
	1759944409	Cut_3dB_100Hz	Wwise Parametric EQ			
	1783154876	WAG_Cave	Wwise RoomVerb			
	1863245162	Noise_Gate_Slow_Attack	Wwise Expander			
	1866712626	High_Freq_Cut_8	Wwise Parametric EQ			
	1866712627	High_Freq_Cut_9	Wwise Parametric EQ			
	1866712632	High_Freq_Cut_2	Wwise Parametric EQ			
	1866712633	High_Freq_Cut_3	Wwise Parametric EQ			
	1866712635	High_Freq_Cut_1	Wwise Parametric EQ			
	1866712636	High_Freq_Cut_6	Wwise Parametric EQ			
	1866712637	High_Freq_Cut_7	Wwise Parametric EQ			
	1866712638	High_Freq_Cut_4	Wwise Parametric EQ			
	1866712639	High_Freq_Cut_5	Wwise Parametric EQ			
