Event	ID	Name			Wwise Object Path	Notes
	2541270269	Destruction_VolcanicBoulder_Impact			\Destruction\RegionSpecific\Destruction_VolcanicBoulder_Impact	
	3408705206	Ambient_Region_Desert			\Ambient\SoundBankSpecific\Ambient_Region_Desert	

Switch Group	ID	Name			Wwise Object Path	Notes
	3917897988	Distance_to_Player			\General\Distance_to_Player	

Switch	ID	Name	Switch Group			Notes
	1183803292	Far	Distance_to_Player			
	1451272583	Close	Distance_to_Player			
	2849147824	Medium	Distance_to_Player			

Game Parameter	ID	Name			Wwise Object Path	Notes
	207908541	Time_of_Day			\Ambient\Time_of_Day	
	3917897988	Distance_to_Player			\Generic\Distance_to_Player	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	268338743	Boulder_Explosion	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Objects\Explosion_F5DC6E87.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Objects\Objects\Object_Destruction\Object_Destruction\Destruction_VolcanicBoulder\Boulder_Near\Boulder_Explosion		12909
	288556157	Player_Footstep_water_run_01	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_water_run_01_04DCADD1.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Water\Player_Footstep_water_run\Player_Footstep_water_run_01		26724
	292435902	Player_Footstep_stone_walk_06	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_stone_walk_06_04DCADD1.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Stone\Player_Footstep_stone_walk\Player_Footstep_stone_walk_06		47000
	308005468	Boulder_Debris	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Objects\DebrisDirt_C8F47731.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Objects\Objects\Object_Destruction\Object_Destruction\Destruction_VolcanicBoulder\Boulder_Near\Boulder_Debris		12674
	311624009	Boulder_Debris_HeavyRocks	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Character\Weapons\RockImpact_397B00FA_AA989C5A.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Objects\Objects\Object_Destruction\Object_Destruction\Destruction_VolcanicBoulder\Boulder_Near\Boulder_Debris_HeavyRocks		17754
	325360287	Player_Footstep_sand_walk_06	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_sand_walk_06_04DCADD1.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Sand\Player_Footstep_sand_walk\Player_Footstep_sand_walk_06		23654
	325773489	Player_Footstep_sand_walk_02	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_sand_walk_02_04DCADD1.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Sand\Player_Footstep_sand_walk\Player_Footstep_sand_walk_02		35882
	339750059	Player_Footstep_dirt_run_01	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_dirt_run_01_04DCADD1.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Dirt\Player_Footstep_dirt_run\Player_Footstep_dirt_run_01		26724
	352809797	Player_Footstep_water_walk_03	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_water_walk_03_04DCADD1.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Water\Player_Footstep_water_walk\Player_Footstep_water_walk_03		48038
	356985616	Player_Footstep_wood_walk_03	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_wood_walk_03_04DCADD1.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Wood\Player_Footstep_wood_walk\Player_Footstep_wood_walk_03		34874
	363336156	Player_Footstep_stone_walk_05	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_stone_walk_05_04DCADD1.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Stone\Player_Footstep_stone_walk\Player_Footstep_stone_walk_05		47378
	388469532	Player_Footstep_dirt_walk_06	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_dirt_walk_06_04DCADD1.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Dirt\Player_Footstep_dirt_walk\Player_Footstep_dirt_walk_06		34120
	407972354	Player_Footstep_dirt_walk_03	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_dirt_walk_03_04DCADD1.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Dirt\Player_Footstep_dirt_walk\Player_Footstep_dirt_walk_03		48038
	434501617	Player_Footstep_stone_run_02	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_stone_run_02_04DCADD1.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Stone\Player_Footstep_stone_run\Player_Footstep_stone_run_02		25424
	464874071	Player_Footstep_wood_run_01	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_wood_run_01_04DCADD1.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Wood\Player_Footstep_wood_run\Player_Footstep_wood_run_01		19408
	489594571	Player_Footstep_stone_run_01	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_stone_run_01_04DCADD1.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Stone\Player_Footstep_stone_run\Player_Footstep_stone_run_01		26724
	506839907	Player_Footstep_wood_walk_01	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_wood_walk_01_04DCADD1.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Wood\Player_Footstep_wood_walk\Player_Footstep_wood_walk_01		17160
	523055700	Player_Footstep_sand_run_06	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_sand_run_06_04DCADD1.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Sand\Player_Footstep_sand_run\Player_Footstep_sand_run_06		24336
	533835470	Player_Footstep_dirt_walk_04	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_dirt_walk_04_04DCADD1.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Dirt\Player_Footstep_dirt_walk\Player_Footstep_dirt_walk_04		45296
	558246075	Player_Footstep_stone_run_03	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_stone_run_03_04DCADD1.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Stone\Player_Footstep_stone_run\Player_Footstep_stone_run_03		26464
	559811686	Player_Footstep_dirt_run_06	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_dirt_run_06_04DCADD1.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Dirt\Player_Footstep_dirt_run\Player_Footstep_dirt_run_06		25896
	576770370	Player_Footstep_stone_run_06	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_stone_run_06_04DCADD1.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Stone\Player_Footstep_stone_run\Player_Footstep_stone_run_06		25896
	582942783	Player_Footstep_water_run_06	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_water_run_06_04DCADD1.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Water\Player_Footstep_water_run\Player_Footstep_water_run_06		25896
	598636424	Player_Footstep_dirt_walk_02	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_dirt_walk_02_04DCADD1.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Dirt\Player_Footstep_dirt_walk\Player_Footstep_dirt_walk_02		41620
	654673517	Player_Footstep_water_walk_04	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_water_walk_04_04DCADD1.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Water\Player_Footstep_water_walk\Player_Footstep_water_walk_04		45296
	663196780	Player_Footstep_sand_run_04	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_sand_run_04_04DCADD1.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Sand\Player_Footstep_sand_run\Player_Footstep_sand_run_04		27102
	663296838	Player_Footstep_dirt_run_05	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_dirt_run_05_04DCADD1.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Dirt\Player_Footstep_dirt_run\Player_Footstep_dirt_run_05		23238
	670673669	Player_Footstep_stone_walk_04	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_stone_walk_04_04DCADD1.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Stone\Player_Footstep_stone_walk\Player_Footstep_stone_walk_04		45296
	686770050	Player_Footstep_wood_walk_06	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_wood_walk_06_04DCADD1.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Wood\Player_Footstep_wood_walk\Player_Footstep_wood_walk_06		17092
	690754834	Player_Footstep_wood_run_06	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_wood_run_06_04DCADD1.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Wood\Player_Footstep_wood_run\Player_Footstep_wood_run_06		18808
	696098400	Player_Footstep_stone_run_05	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_stone_run_05_04DCADD1.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Stone\Player_Footstep_stone_run\Player_Footstep_stone_run_05		23238
	763842277	Player_Footstep_sand_walk_05	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_sand_walk_05_04DCADD1.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Sand\Player_Footstep_sand_walk\Player_Footstep_sand_walk_05		23448
	769521575	Player_Footstep_dirt_run_02	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_dirt_run_02_04DCADD1.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Dirt\Player_Footstep_dirt_run\Player_Footstep_dirt_run_02		25424
	782286748	Player_Footstep_water_walk_05	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_water_walk_05_04DCADD1.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Water\Player_Footstep_water_walk\Player_Footstep_water_walk_05		47378
	797654782	Player_Footstep_wood_run_03	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_wood_run_03_04DCADD1.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Wood\Player_Footstep_wood_run\Player_Footstep_wood_run_03		14430
	798941566	Player_Footstep_stone_walk_01	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_stone_walk_01_04DCADD1.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Stone\Player_Footstep_stone_walk\Player_Footstep_stone_walk_01		47188
	827321451	Player_Footstep_water_run_04	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_water_run_04_04DCADD1.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Water\Player_Footstep_water_run\Player_Footstep_water_run_04		26088
	844876209	Player_Footstep_stone_walk_02	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_stone_walk_02_04DCADD1.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Stone\Player_Footstep_stone_walk\Player_Footstep_stone_walk_02		50972
	851719321	Player_Footstep_dirt_run_04	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_dirt_run_04_04DCADD1.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Dirt\Player_Footstep_dirt_run\Player_Footstep_dirt_run_04		26088
	867309096	Player_Footstep_stone_run_04	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_stone_run_04_04DCADD1.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Stone\Player_Footstep_stone_run\Player_Footstep_stone_run_04		26088
	867802082	Player_Footstep_sand_walk_03	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_sand_walk_03_04DCADD1.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Sand\Player_Footstep_sand_walk\Player_Footstep_sand_walk_03		36168
	869899100	Player_Footstep_wood_run_04	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_wood_run_04_04DCADD1.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Wood\Player_Footstep_wood_run\Player_Footstep_wood_run_04		14226
	884504216	Player_Footstep_wood_run_05	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_wood_run_05_04DCADD1.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Wood\Player_Footstep_wood_run\Player_Footstep_wood_run_05		16878
	925553325	Player_Footstep_dirt_run_03	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_dirt_run_03_04DCADD1.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Dirt\Player_Footstep_dirt_run\Player_Footstep_dirt_run_03		19220
	951050489	Player_Footstep_water_walk_02	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_water_walk_02_04DCADD1.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Water\Player_Footstep_water_walk\Player_Footstep_water_walk_02		50972
	998674232	Player_Footstep_sand_run_05	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_sand_run_05_04DCADD1.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Sand\Player_Footstep_sand_run\Player_Footstep_sand_run_05		25716
	1021735861	Player_Footstep_sand_run_01	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_sand_run_01_04DCADD1.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Sand\Player_Footstep_sand_run\Player_Footstep_sand_run_01		29168
	1041065316	Player_Footstep_wood_walk_04	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_wood_walk_04_04DCADD1.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Wood\Player_Footstep_wood_walk\Player_Footstep_wood_walk_04		16474
	1047126081	Player_Footstep_wood_walk_05	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_wood_walk_05_04DCADD1.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Wood\Player_Footstep_wood_walk\Player_Footstep_wood_walk_05		12938
	1050875340	Player_Footstep_dirt_walk_05	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_dirt_walk_05_04DCADD1.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Dirt\Player_Footstep_dirt_walk\Player_Footstep_dirt_walk_05		38686
	1056788053	Player_Footstep_sand_walk_01	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_sand_walk_01_04DCADD1.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Sand\Player_Footstep_sand_walk\Player_Footstep_sand_walk_01		40886
	1062017509	Player_Footstep_wood_walk_02	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Character\Footsteps\BAS_Player_Footstep_wood_walk_02_04DCADD1.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Wood\Player_Footstep_wood_walk\Player_Footstep_wood_walk_02		18534

Streamed Audio	ID	Name	Audio source file	Generated audio file	Wwise Object Path	Notes
	83135486	Ambient_Day_Desert_Long	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Ambient\Ambient_Background\BAS_amb_desert_day_background_loop_01_78D6AE97.wem	83135486.wem	\Actor-Mixer Hierarchy\Default Work Unit\World\Ambient\Ambiences\Ambiences_Background\Ambient_Regions\Ambient_Region_Desert\Ambient_Region_Desert_Day\Ambient_Day_Desert_Long	
	184650763	Ambient_Desert_Night_Long	D:\work\TheKingOfTerrors\SoundWwiseProj\.cache\Windows\SFX\Ambient\Ambient_Background\BAS_amb_desert_night_background_loop_01_88A2F6B6.wem	184650763.wem	\Actor-Mixer Hierarchy\Default Work Unit\World\Ambient\Ambiences\Ambiences_Background\Ambient_Regions\Ambient_Region_Desert\Ambient_Region_Desert_Night\Ambient_Desert_Night_Long	

